,in_poss_cluster0_min,in_poss_cluster0_25th_percentile,in_poss_cluster0_median,in_poss_cluster0_75th_percentile,in_poss_cluster0_max,in_poss_cluster0_mean,in_poss_cluster1_min,in_poss_cluster1_25th_percentile,in_poss_cluster1_median,in_poss_cluster1_75th_percentile,in_poss_cluster1_max,in_poss_cluster1_mean,in_poss_cluster2_min,in_poss_cluster2_25th_percentile,in_poss_cluster2_median,in_poss_cluster2_75th_percentile,in_poss_cluster2_max,in_poss_cluster2_mean,out_of_poss_cluster0_min,out_of_poss_cluster0_25th_percentile,out_of_poss_cluster0_median,out_of_poss_cluster0_75th_percentile,out_of_poss_cluster0_max,out_of_poss_cluster0_mean,out_of_poss_cluster1_min,out_of_poss_cluster1_25th_percentile,out_of_poss_cluster1_median,out_of_poss_cluster1_75th_percentile,out_of_poss_cluster1_max,out_of_poss_cluster1_mean,out_of_poss_cluster2_min,out_of_poss_cluster2_25th_percentile,out_of_poss_cluster2_median,out_of_poss_cluster2_75th_percentile,out_of_poss_cluster2_max,out_of_poss_cluster2_mean,trans_out_of_poss_cluster0_min,trans_out_of_poss_cluster0_25th_percentile,trans_out_of_poss_cluster0_median,trans_out_of_poss_cluster0_75th_percentile,trans_out_of_poss_cluster0_max,trans_out_of_poss_cluster0_mean,trans_out_of_poss_cluster1_min,trans_out_of_poss_cluster1_25th_percentile,trans_out_of_poss_cluster1_median,trans_out_of_poss_cluster1_75th_percentile,trans_out_of_poss_cluster1_max,trans_out_of_poss_cluster1_mean,trans_out_of_poss_cluster2_min,trans_out_of_poss_cluster2_25th_percentile,trans_out_of_poss_cluster2_median,trans_out_of_poss_cluster2_75th_percentile,trans_out_of_poss_cluster2_max,trans_out_of_poss_cluster2_mean,trans_poss_cluster0_min,trans_poss_cluster0_25th_percentile,trans_poss_cluster0_median,trans_poss_cluster0_75th_percentile,trans_poss_cluster0_max,trans_poss_cluster0_mean,trans_poss_cluster1_min,trans_poss_cluster1_25th_percentile,trans_poss_cluster1_median,trans_poss_cluster1_75th_percentile,trans_poss_cluster1_max,trans_poss_cluster1_mean,trans_poss_cluster2_min,trans_poss_cluster2_25th_percentile,trans_poss_cluster2_median,trans_poss_cluster2_75th_percentile,trans_poss_cluster2_max,trans_poss_cluster2_mean
3173,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526
3176,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.5,0.5,0.5,0.5,0.5,0.5,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631
3185,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421
3187,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316,0.9473684210526316
3193,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578
3194,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.5,0.5,0.5,0.5,0.5,0.5,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684
3197,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421
3204,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368
3219,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.6578947368421053,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263
3315,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526
3766,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737
3767,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.9210526315789472,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.0789473684210526,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.7105263157894737,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158,0.9736842105263158
3770,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.5,0.5,0.5,0.5,0.5,0.5,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421
3771,0.5,0.5,0.5,0.5,0.5,0.5,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842
3772,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473
3774,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578,0.2368421052631578
3775,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.631578947368421,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632,0.8947368421052632
3776,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.0,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.4473684210526316,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.2894736842105263,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368
3777,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421,0.5,0.5,0.5,0.5,0.5,0.5,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4736842105263157,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368
3779,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.4210526315789473,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.3947368421052631,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.3421052631578947,0.5,0.5,0.5,0.5,0.5,0.5,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894,0.1842105263157894
